Unnamed: 0.1,restaurant_name,restaurant_type,rating,num_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local address,rating_category
0,#Feeltheroll,Quick Bites,3.4,7,200.0,no,no,Fast Food,Bellandur,Bellandur,Good
1,#L-81 Cafe,Quick Bites,3.9,48,400.0,yes,no,"Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",Hsr,Good
2,#Refuel,Cafe,3.7,37,400.0,yes,no,"Cafe, Beverages",Bannerghatta Road,Bannerghatta Road,Good
3,'@ Biryani Central,Casual Dining,2.7,135,550.0,yes,no,"Biryani, Mughlai, Chinese",Marathahalli,Marathahalli,Average
4,'@ The Bbq,Casual Dining,2.8,40,700.0,yes,no,"Bbq, Continental, North Indian, Chinese, Beverages",Bellandur,Bellandur,Average
5,'@99,"Takeaway, Delivery",3.4,37,200.0,no,no,"Mughlai, Biryani, Chinese, North Indian",Whitefield,Whitefield,Good
6,'@Italy,Casual Dining,4.1,305,700.0,yes,no,Italian,Banashankari,Kumaraswamy Layout,Very Good
7,'@North Parontha Hut,"Takeaway, Delivery",2.8,40,300.0,no,no,North Indian,Indiranagar,Old Airport Road,Average
8,1000 B.C,Quick Bites,3.2,49,300.0,yes,no,"Arabian, Sandwich, Rolls, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Good
9,100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,Casual Dining,3.7,41,450.0,no,no,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",Btm,Good
10,11 To 11 Express Biriyanis,Quick Bites,3.5,22,300.0,yes,no,"Biryani, Kebab",Electronic City,Electronic City,Good
11,1131 Bar + Kitchen,"Bar, Casual Dining",4.4,2861,1500.0,no,yes,"Continental, Asian, Italian, North Indian",Old Airport Road,Indiranagar,Very Good
12,12Th Main - Grand Mercure,Fine Dining,4.1,353,2000.0,no,yes,"European, Asian","Byresandra,Tavarekere,Madiwala",Koramangala 3Rd Block,Very Good
13,1441 Pizzeria,Casual Dining,4.1,119,800.0,yes,no,"Pizza, Salad",Basavanagudi,Jp Nagar,Very Good
14,1522 - The Pub,Pub,4.2,1731,1400.0,yes,no,"Chinese, Continental, North Indian",Malleshwaram,Malleshwaram,Very Good
15,154 Breakfast Club,Cafe,4.0,1509,900.0,yes,yes,"Cafe, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 3Rd Block,Very Good
16,1722 Urban Bistro,Casual Dining,4.1,218,600.0,yes,yes,"North Indian, Chinese, Fast Food, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Very Good
17,18+ Ice Cafe,Cafe,3.5,24,550.0,no,no,"Cafe, Fast Food, Chinese, Beverages",Kalyan Nagar,Kammanahalli,Good
18,1947,Casual Dining,3.9,620,1000.0,no,yes,"North Indian, Chinese, Continental",Rajajinagar,Rajajinagar,Good
19,1980S Games Cafe,Cafe,3.4,58,400.0,yes,no,"Cafe, Fast Food",Banashankari,Basavanagudi,Good
20,1992 Chats - Space,Quick Bites,3.7,33,200.0,yes,no,Street Food,Malleshwaram,Rajajinagar,Good
21,1Q1,"Casual Dining, Bar",4.3,595,2500.0,no,yes,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",Brigade Road,Infantry Road,Very Good
22,1To3 Kitchen,Delivery,3.1,11,800.0,no,no,"North Indian, Chinese, Continental, Italian, South Indian",Marathahalli,Marathahalli,Good
23,2 Statez,Casual Dining,3.7,209,600.0,yes,no,"Kerala, Seafood, South Indian, North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,Good
24,20 Char - Sterlings Mac Hotel,"Casual Dining, Bar",4.0,419,1400.0,yes,yes,"Chinese, Continental, North Indian, South Indian, Arabian",Indiranagar,Old Airport Road,Very Good
25,20 Feet High,"Casual Dining, Bar",4.0,932,1000.0,yes,yes,"American, Continental, Steak, Salad",Brigade Road,Church Street,Very Good
26,21 C - La Marvella Sarovar Premiere Hotel,Casual Dining,3.6,15,1000.0,no,no,Continental,Basavanagudi,Jayanagar,Good
27,24 Carats - The Capitol,Casual Dining,3.1,46,1000.0,no,no,"Asian, Continental",Brigade Road,Cunningham Road,Good
28,24 Hours Cake Delivery,Delivery,3.3,4,700.0,no,no,Bakery,Indiranagar,Old Airport Road,Good
29,24 Hours Coffee Drop - La Classic,Cafe,3.4,9,800.0,no,no,Cafe,Electronic City,Electronic City,Good
30,24/7 - The Lalit Ashok Bangalore,Fine Dining,4.0,344,3000.0,no,yes,"Continental, North Indian, Italian, Chinese",Malleshwaram,Seshadripuram,Very Good
31,24/7 Food Service,"Takeaway, Delivery",2.9,7,300.0,yes,no,"South Indian, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",Jp Nagar,Average
32,24@43 - The Oterra,Fine Dining,4.1,268,3000.0,no,yes,"North Indian, Asian, Continental",Electronic City,Electronic City,Very Good
33,24Th Main,Casual Dining,4.1,1234,800.0,no,yes,"North Indian, South Indian, Chinese",Bannerghatta Road,Jp Nagar,Very Good
34,29 Degrees North,Quick Bites,3.9,283,250.0,yes,no,"North Indian, Fast Food, Street Food",Kalyan Nagar,Banaswadi,Good
35,2Nd Home Restaurant,Quick Bites,3.7,21,500.0,yes,no,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Good
36,3 Leafs,Casual Dining,3.7,128,600.0,yes,no,"North Indian, South Indian, Chinese",Marathahalli,Kaggadasapura,Good
37,3 Spice,Casual Dining,3.9,156,450.0,yes,no,"North Indian, Chinese",Koramangala 7Th Block,Wilson Garden,Good
38,30 Square,Quick Bites,4.2,556,400.0,yes,no,"Tibetan, Nepalese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Very Good
39,360 Atoms Restaurant And Cafe,Cafe,3.1,13,400.0,yes,no,"Cafe, Chinese, Continental, Italian",Banashankari,Banashankari,Good
40,36Th Cross Coffee Mane,Casual Dining,3.7,29,500.0,no,no,"North Indian, Chinese",Jp Nagar,Btm,Good
41,37 China Town,Casual Dining,3.5,58,900.0,no,no,"Chinese, Thai, North Indian, South Indian, Continental",Lavelle Road,Race Course Road,Good
42,"3B'S - Buddies, Bar & Barbecues","Casual Dining, Bar",4.4,1149,1100.0,no,yes,"North Indian, Mediterranean, European, Bbq","Byresandra,Tavarekere,Madiwala",Btm,Very Good
43,3G'S - Gulp & Groove,"Bar, Casual Dining",4.1,662,1100.0,yes,yes,"Finger Food, Continental, Chinese",Malleshwaram,Malleshwaram,Very Good
44,3Rd Innings,"Casual Dining, Bar",3.0,17,1000.0,no,no,"Burger, Italian, North Indian, Chinese",Electronic City,Electronic City,Good
45,4 Mangoes,Kiosk,3.7,14,200.0,no,no,Ice Cream,Indiranagar,Old Airport Road,Good
46,4 Seasons Restaurant,Casual Dining,3.7,399,1000.0,yes,yes,"North Indian, Seafood, Middle Eastern, Chinese",Kalyan Nagar,Kalyan Nagar,Good
47,4 States,Food Court,3.2,4,400.0,no,no,South Indian,Sarjapur Road,Bellandur,Good
48,46 Ounces Brewgarden,Microbrewery,2.8,40,1600.0,no,yes,"Bar Food, Finger Food, Pizza",Electronic City,Electronic City,Average
49,4700Bc Popcorn,"Takeaway, Delivery",4.1,55,500.0,no,no,Fast Food,Whitefield,Whitefield,Very Good
50,4Foodiez,Quick Bites,3.6,82,300.0,yes,no,"South Indian, North Indian, Chinese",Electronic City,Electronic City,Good
51,4Foodiez - The Restaurant,Quick Bites,3.0,23,400.0,no,no,"Street Food, Chinese, North Indian, South Indian",Electronic City,Electronic City,Good
52,4K Biryani,Delivery,3.3,4,700.0,yes,no,"North Indian, Chinese",Hsr,Hsr,Good
53,4Th Tea Block,Cafe,4.0,62,150.0,no,no,Cafe,Basavanagudi,Jayanagar,Very Good
54,5 Star Food,Quick Bites,2.8,40,300.0,yes,no,"South Indian, Fast Food",Frazer Town,Kammanahalli,Average
55,50-50 Eating House,Quick Bites,3.2,4,100.0,no,no,"South Indian, Biryani",Banashankari,Basavanagudi,Good
56,52 Wall Street,"Bar, Casual Dining",3.9,737,1400.0,no,no,"American, Continental, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,Good
57,55 Wall Street,Bar,3.9,1763,1300.0,no,yes,"Finger Food, North Indian, Chinese",Bannerghatta Road,Jp Nagar,Good
58,56 Bhoga Sweets,"Takeaway, Delivery",3.6,51,150.0,no,no,"Mithai, Street Food",Hsr,Hsr,Good
59,5Th Main Cafe,Cafe,3.5,15,250.0,no,no,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala",Hsr,Good
60,7 Days Restaurant,Quick Bites,3.8,478,400.0,yes,no,"North Indian, Chinese, Arabian",Electronic City,Electronic City,Good
61,7 Degrees North,Casual Dining,3.5,11,500.0,no,no,North Indian,Hsr,Hsr,Good
62,7 Hills Andhra Mess,Mess,3.4,8,300.0,no,no,Andhra,Indiranagar,Cv Raman Nagar,Good
63,7 Plates,Casual Dining,3.5,531,600.0,yes,no,"North Indian, Mughlai, Rolls, Fast Food",Kammanahalli,Kalyan Nagar,Good
64,7 Shanghai,Quick Bites,3.5,18,250.0,yes,no,Chinese,Electronic City,Electronic City,Good
65,7 Spice,Quick Bites,3.4,5,250.0,no,no,"Biryani, Chinese",Kalyan Nagar,Banaswadi,Good
66,7 To 11 Food Court,Quick Bites,3.7,16,200.0,yes,no,"Fast Food, Burger, North Indian, South Indian",Frazer Town,Banaswadi,Good
67,70 Brigade - Iris Hotel,Casual Dining,3.9,105,1000.0,no,yes,"Chinese, North Indian, Pizza",Brigade Road,Brigade Road,Good
68,7Biryanis,Casual Dining,3.2,4,600.0,yes,no,"Andhra, Biryani",Kalyan Nagar,Nagawara,Good
69,7Th Heaven,Bakery,3.6,17,300.0,no,no,"Bakery, Desserts",New Bel Road,New Bel Road,Good
70,8 Slice,Delivery,3.7,74,600.0,yes,no,Pizza,Brigade Road,Koramangala 6Th Block,Good
71,9 Bowls,Quick Bites,2.8,40,500.0,yes,no,"Healthy Food, Continental, North Indian, Chinese",Hsr,Koramangala 1St Block,Average
72,90'S,Quick Bites,2.8,40,200.0,no,no,North Indian,Hsr,Hsr,Average
73,90'S Beer Cafe - Hotel Millennium Plaza,Bar,3.0,7,1000.0,no,no,Finger Food,Electronic City,Electronic City,Good
74,90'S Cafe,Quick Bites,2.8,40,500.0,no,no,"Fast Food, Burger",Jayanagar,Jp Nagar,Average
75,99 Caffe,Quick Bites,3.6,106,250.0,yes,no,"South Indian, North Indian, Chinese",Brookefield,Brookefield,Good
76,99 Pancakes,Dessert Parlor,4.1,41,150.0,yes,no,"Desserts, Ice Cream",Brigade Road,Church Street,Very Good
77,99 Variety Dosa & Pav Bhaji,Quick Bites,3.8,16,250.0,yes,no,"South Indian, North Indian, Street Food",Koramangala 5Th Block,Koramangala 6Th Block,Good
78,99 Variety Dosa And Pav Bhaji,Quick Bites,4.0,101,250.0,yes,no,"South Indian, North Indian, Street Food","Byresandra,Tavarekere,Madiwala",Hsr,Very Good
79,99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300.0,yes,no,"South Indian, North Indian, Fast Food, Chinese",Hsr,Hsr,Average
80,99Foods,Quick Bites,3.4,32,400.0,no,no,"Biryani, North Indian, Chinese, Kebab",Marathahalli,Marathahalli,Good
81,9D Foods,Quick Bites,4.0,458,400.0,yes,no,"North Indian, Street Food",Brookefield,Marathahalli,Very Good
82,9Th Cross Cafe,Cafe,3.6,12,550.0,no,no,"Cafe, Italian, French",Indiranagar,Jeevan Bhima Nagar,Good
83,A 1 Pizza And Food,Delivery,2.8,211,300.0,yes,no,"Pizza, Chinese, North Indian",Indiranagar,Old Airport Road,Average
84,A Bar,Bar,3.3,19,600.0,no,no,"North Indian, Continental","Byresandra,Tavarekere,Madiwala",Hsr,Good
85,A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,yes,no,"Cafe, American, Burger, Sandwich, Beverages",Koramangala 4Th Block,Koramangala 5Th Block,Very Good
86,A Little For Love,Bakery,3.4,12,350.0,no,no,Bakery,Kalyan Nagar,Hennur,Good
87,A M Biryani Hotel,Quick Bites,3.3,6,300.0,yes,no,"North Indian, Chinese, Biryani, Fast Food",Bannerghatta Road,Bannerghatta Road,Good
88,A Southern Fair,Casual Dining,3.0,19,750.0,yes,no,"Biryani, Seafood, South Indian",Whitefield,Whitefield,Good
89,A Today Thick Shakes,Beverage Shop,3.2,9,200.0,no,no,Beverages,Jayanagar,Koramangala 5Th Block,Good
90,A.M New Punjab Food Corner,Quick Bites,3.5,21,350.0,yes,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Good
91,A1 Ambur Dum Biryani And Parota Centre,Quick Bites,3.2,4,300.0,no,no,Biryani,Rajajinagar,Basaveshwara Nagar,Good
92,A1 Biriyani Point,Quick Bites,3.0,10,200.0,no,no,Biryani,Malleshwaram,Seshadripuram,Good
93,A1 Garam Masala,Casual Dining,3.6,25,500.0,yes,no,"North Indian, Andhra, Chinese",Jp Nagar,Kanakapura Road,Good
94,A1 Hot Dum Biryani,Quick Bites,3.2,4,150.0,no,no,Biryani,Whitefield,Whitefield,Good
95,A1 Spice Inn,Casual Dining,3.5,46,500.0,no,no,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",Malleshwaram,Yeshwantpur,Good
96,A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,yes,no,"South Indian, North Indian, Chinese, Street Food, Fast Food",Whitefield,Whitefield,Average
97,A2B Veg - Adyar Ananda Bhavan,Casual Dining,2.7,97,400.0,yes,no,"South Indian, Fast Food, Street Food",Basavanagudi,Basavanagudi,Average
98,A3 Nuwang Kitchen,Quick Bites,3.7,42,300.0,yes,no,"Chinese, North Indian",Indiranagar,Ejipura,Good
99,Aaccord Restaurant,Casual Dining,2.8,40,600.0,no,no,"Continental, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average
100,Aadhya Hotel,"Casual Dining, Bar",3.3,5,800.0,yes,no,"South Indian, North Indian, Chinese, Biryani",Banashankari,Basavanagudi,Good
101,Aadvik Nightfood,Delivery,3.6,22,350.0,yes,no,Fast Food,Frazer Town,Frazer Town,Good
102,Aagaman Veg,Casual Dining,2.8,40,900.0,yes,no,"North Indian, Chinese, South Indian",Electronic City,Electronic City,Average
103,Aaha,Quick Bites,3.6,93,300.0,yes,no,"North Indian, Chinese",Marathahalli,Brookefield,Good
104,Aaha Andhra,Casual Dining,3.4,58,900.0,no,no,"Andhra, Biryani, North Indian",Marathahalli,Marathahalli,Good
105,Aahar Cafe,Quick Bites,3.5,40,100.0,no,no,South Indian,Basavanagudi,Basavanagudi,Good
106,Aahar Vihar,Quick Bites,4.0,68,250.0,yes,no,North Indian,Brookefield,Marathahalli,Very Good
107,Aahara Vihar,Quick Bites,3.5,13,300.0,no,no,"South Indian, North Indian, Chinese",Malleshwaram,Malleshwaram,Good
108,Aaharam,Quick Bites,4.0,65,350.0,no,no,"Chinese, North Indian",Hsr,Koramangala 1St Block,Very Good
109,Aalishan Restaurant & Caterer,Casual Dining,3.5,888,650.0,yes,no,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,Good
110,Aami Bangali,Casual Dining,3.0,66,700.0,yes,no,Bengali,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Good
111,Aami Kolkata,Delivery,3.3,5,600.0,no,no,Bengali,Bannerghatta Road,Bannerghatta Road,Good
112,Aao G Khao G,Quick Bites,3.5,11,200.0,yes,no,"North Indian, Chinese",Hsr,Hsr,Good
113,Aapni Rasoi,Quick Bites,3.2,127,400.0,yes,no,North Indian,Bellandur,Bellandur,Good
114,Aaranya Restaurant,Casual Dining,3.4,212,800.0,yes,no,"North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",Hsr,Good
115,Aarti Paratha & Rolls Corner,Quick Bites,3.6,15,200.0,yes,no,"North Indian, Fast Food",New Bel Road,New Bel Road,Good
116,Aarya Pork Hotel,Quick Bites,3.3,11,300.0,no,no,"South Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Good
117,Aashirvaad Restaurant,Quick Bites,3.1,249,300.0,yes,no,"North Indian, Oriya, Chinese",Brookefield,Marathahalli,Good
118,Aashish Foods,Quick Bites,2.7,35,150.0,yes,no,North Indian,Brookefield,Brookefield,Average
119,Aasife & Brothers Biriyani Centre,Casual Dining,3.8,120,600.0,yes,no,"Biryani, North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Hsr,Good
120,Aastha Bengali Mess,Quick Bites,3.9,131,250.0,yes,no,"Chinese, Bengali",Malleshwaram,Yeshwantpur,Good
121,Aata'S Kitchen,Quick Bites,2.8,40,250.0,yes,no,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average
122,Aathithya,Casual Dining,3.1,16,1100.0,no,no,"North Indian, Continental, Chinese",Brigade Road,Infantry Road,Good
123,Aathurar,Casual Dining,3.2,574,600.0,yes,no,"Chettinad, Biryani, South Indian, Seafood",Indiranagar,Jeevan Bhima Nagar,Good
124,Abbabi Chicken,Quick Bites,3.7,134,200.0,no,no,Fast Food,Sarjapur Road,Bellandur,Good
125,Abc Grand,Casual Dining,3.5,54,400.0,no,no,"Andhra, Chinese, North Indian",Old Airport Road,Indiranagar,Good
126,Abhiruchi,Casual Dining,3.8,164,650.0,no,no,"Andhra, Seafood, North Indian, Chinese",Kalyan Nagar,Kammanahalli,Good
127,Abhiruchi Andhra Mess,Mess,3.1,61,300.0,yes,no,"Andhra, Biryani, South Indian",Whitefield,Whitefield,Good
128,Abhiruchi Hotel,Casual Dining,3.2,12,500.0,yes,no,"North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli,Good
129,Abhiruchi Moonlight,"Takeaway, Delivery",3.3,4,300.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Bommanahalli,Good
130,Abhiruchi Restaurant,Casual Dining,3.4,5,400.0,yes,no,"Andhra, North Indian, Chinese",Bellandur,Sarjapur Road,Good
131,Ab'S - Absolute Barbecues,Casual Dining,4.6,1502,1400.0,no,yes,"European, Mediterranean, North Indian, Bbq",Kalyan Nagar,Kalyan Nagar,Excellent
132,Absolute Chinese,Quick Bites,3.8,209,450.0,yes,no,"Chinese, Fast Food, Momos",Malleshwaram,Rajajinagar,Good
133,Absolute Shawarma,"Takeaway, Delivery",2.8,40,150.0,yes,no,Lebanese,Brookefield,Brookefield,Average
134,Absolute Waffles,Dessert Parlor,3.9,49,200.0,yes,no,"Desserts, Fast Food",Malleshwaram,New Bel Road,Good
135,Aburrahaman,Delivery,2.8,40,400.0,no,no,"North Indian, South Indian, Chinese",Indiranagar,Thippasandra,Average
136,Abzain Paradise,Quick Bites,2.9,42,300.0,no,no,North Indian,New Bel Road,Sanjay Nagar,Average
137,Achayyan'S,Quick Bites,3.8,405,350.0,yes,no,"Kerala, South Indian",Indiranagar,Indiranagar,Good
138,Ackley Kitchen,Quick Bites,3.6,33,500.0,yes,no,"Fast Food, Continental, Burger",Marathahalli,Kaggadasapura,Good
139,Adarsh Bakery,Bakery,3.1,10,300.0,no,no,"Bakery, Fast Food",Electronic City,Electronic City,Good
140,Adda,Quick Bites,3.3,5,300.0,no,no,South Indian,Basavanagudi,Shanti Nagar,Good
141,Addhuri Udupi Bhojana,Quick Bites,3.7,88,300.0,no,no,"South Indian, North Indian",Banashankari,Banashankari,Good
142,Adiga'S,Quick Bites,3.3,55,150.0,no,no,South Indian,Basavanagudi,Jayanagar,Good
143,Adi'S Cake N Cafe,Bakery,3.3,4,400.0,no,no,Bakery,"Byresandra,Tavarekere,Madiwala",Bannerghatta Road,Good
144,Adithya,Casual Dining,3.9,178,450.0,yes,no,"South Indian, North Indian, Chinese",Bannerghatta Road,Jp Nagar,Good
145,Adithya Family Restaurant,Quick Bites,3.7,27,250.0,no,no,South Indian,"Byresandra,Tavarekere,Madiwala",Btm,Good
146,Adithya Tiffin Centre,"Takeaway, Delivery",2.8,40,200.0,no,no,North Indian,Brigade Road,Shanti Nagar,Average
147,Adithya Veg,Quick Bites,3.3,10,300.0,no,no,"South Indian, Chinese",Basavanagudi,Jayanagar,Good
148,Aditya Delights,Quick Bites,3.7,59,300.0,no,no,"Chinese, North Indian, Mangalorean",New Bel Road,New Bel Road,Good
149,Aditya Sweets,Sweet Shop,3.7,21,200.0,yes,no,"Mithai, Fast Food",Brookefield,Whitefield,Good
150,Aditya Uphar,Quick Bites,3.5,30,200.0,no,no,"South Indian, Chinese, North Indian",Jp Nagar,Jp Nagar,Good
151,Adukkala Restaurant,Casual Dining,2.9,128,600.0,yes,no,Kerala,Kammanahalli,Banaswadi,Average
152,Adupadi,Quick Bites,2.9,25,450.0,no,no,"South Indian, Chettinad",Whitefield,Whitefield,Average
153,Advika Briyani Center,Delivery,3.2,10,300.0,no,no,Biryani,Jp Nagar,Jp Nagar,Good
154,Adya Hotel,Quick Bites,3.3,4,400.0,no,no,"South Indian, North Indian, Chinese",Electronic City,Electronic City,Good
155,Adyar Anand Bhavan Sweets,Quick Bites,2.8,40,200.0,no,no,"South Indian, North Indian, Chinese, Street Food",Electronic City,Electronic City,Average
156,Adyar Ananda Bhavan - Sweets,"Takeaway, Delivery",3.4,6,200.0,yes,no,"Mithai, Desserts","Byresandra,Tavarekere,Madiwala",Btm,Good
157,Adyar Ananda Bhavan Sweets,"Takeaway, Delivery",3.6,4,200.0,yes,no,"Mithai, Desserts",Jp Nagar,Jp Nagar,Good
158,Afghani Tandoori Hub,Quick Bites,3.6,14,400.0,yes,no,"Arabian, Afghan","Byresandra,Tavarekere,Madiwala",Btm,Good
159,Afoozoo - Ginger Hotel,Casual Dining,3.5,40,800.0,no,no,"North Indian, Chinese",Brookefield,Whitefield,Good
160,Afrina'S Kitchen,"Takeaway, Delivery",3.4,9,250.0,yes,no,"Fast Food, Desserts",Frazer Town,Kammanahalli,Good
161,Agarwal Food Service,Delivery,3.5,16,400.0,yes,no,"North Indian, Chinese, Biryani",Hsr,Hsr,Good
162,Agent Jack'S Bar,Bar,4.0,377,1300.0,no,yes,"Continental, North Indian, Italian",Kalyan Nagar,Kalyan Nagar,Very Good
163,Agraharaa,Quick Bites,2.8,40,150.0,no,no,South Indian,Koramangala 4Th Block,Koramangala 6Th Block,Average
164,Agraharam Meal,"Takeaway, Delivery",3.7,61,300.0,no,no,"North Indian, South Indian",Marathahalli,Kaggadasapura,Good
165,Aha Juice Bar,Beverage Shop,3.6,13,200.0,no,no,"Beverages, Fast Food",Bannerghatta Road,Btm,Good
166,Ahaan Restaurant,Delivery,2.8,76,300.0,yes,no,"North Indian, Chinese",Frazer Town,Rt Nagar,Average
167,Ahimsaamrit Green Cafe,Casual Dining,3.4,9,800.0,no,no,"Healthy Food, Salad, Continental",Indiranagar,Indiranagar,Good
168,Ahmad'S Chicken Hut,Quick Bites,3.2,9,200.0,no,no,"North Indian, Chinese",Kalyan Nagar,Banaswadi,Good
169,Ahmed'S Little Hut,Quick Bites,2.8,40,250.0,yes,no,Fast Food,Bannerghatta Road,Btm,Average
170,Ahmeds Takeaway Restaurant,"Takeaway, Delivery",2.8,40,250.0,no,no,"North Indian, Chinese",Frazer Town,Frazer Town,Average
171,Aioli,Casual Dining,4.2,783,1400.0,no,yes,"Mediterranean, Continental, Italian, Salad",Kalyan Nagar,Kalyan Nagar,Very Good
172,Airlines Hotel,Quick Bites,4.0,867,400.0,yes,no,"South Indian, North Indian, Street Food",Brigade Road,Lavelle Road,Very Good
173,Aisha Tharavad,Quick Bites,3.5,40,400.0,no,no,"South Indian, Kerala",Koramangala 6Th Block,Ejipura,Good
174,Aishwarya,Dhaba,3.3,6,450.0,no,no,"Chinese, North Indian",Whitefield,Whitefield,Good
175,Aishwarya Parkland,Casual Dining,2.9,59,500.0,no,no,"Chinese, North Indian",Bannerghatta Road,Bannerghatta Road,Average
176,Aishwarya Sweets,Sweet Shop,3.6,24,250.0,yes,no,"Mithai, Street Food",Malleshwaram,Rajajinagar,Good
177,Aishwarya Uphar,Quick Bites,2.8,40,150.0,no,no,"South Indian, North Indian",Brigade Road,Ulsoor,Average
178,Ajwa Thalassery Biryani,Quick Bites,3.9,42,500.0,yes,yes,"Biryani, South Indian",Bellandur,Sarjapur Road,Good
179,Akkad Bakkad,Casual Dining,3.9,72,600.0,yes,yes,"North Indian, Chinese",Electronic City,Electronic City,Good
180,Aks Family Dhaba And Restaurant,Quick Bites,3.6,40,500.0,yes,no,"North Indian, Mughlai, South Indian",Marathahalli,Marathahalli,Good
181,Akshara,Casual Dining,3.8,42,700.0,yes,no,"North Indian, South Indian, Chinese",Electronic City,Electronic City,Good
182,Akshatha Nati Style,Quick Bites,3.7,20,500.0,no,no,"South Indian, Chinese, North Indian",Rajajinagar,Vijay Nagar,Good
183,Akshaya Bar And Restaurant,"Casual Dining, Bar",2.8,40,600.0,yes,no,"North Indian, South Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average
184,Akshaya Biryani,Quick Bites,3.6,20,300.0,yes,no,"Biryani, North Indian",Bellandur,Sarjapur Road,Good
185,Akshaya Deluxe,Casual Dining,4.0,336,500.0,yes,no,"North Indian, Chinese, Seafood, Biryani",New Bel Road,New Bel Road,Very Good
186,Akshaya Donne Biriyani,Quick Bites,3.0,39,300.0,yes,no,"Biryani, South Indian, Kebab",Jp Nagar,Jp Nagar,Good
187,Akshaya Family Restaurant,Quick Bites,3.2,4,150.0,yes,no,"South Indian, North Indian",Kalyan Nagar,Banaswadi,Good
188,Akshaya Grand,Casual Dining,3.4,29,750.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Btm,Good
189,Akshaya Sambrama Veg Restaurant,Quick Bites,3.2,13,200.0,no,no,"South Indian, Chinese",Church Street,Vasanth Nagar,Good
190,Akss - India Reimagined,Casual Dining,4.2,258,1800.0,no,yes,"Modern Indian, North Indian",Malleshwaram,Sadashiv Nagar,Very Good
191,Al Amal Cafe,"Cafe, Quick Bites",4.0,74,300.0,no,no,"Cafe, Fast Food",Kalyan Nagar,Kammanahalli,Very Good
192,Al Amanah Cafe,Quick Bites,4.4,1413,300.0,yes,no,"Middle Eastern, Fast Food, Rolls",Frazer Town,Kammanahalli,Very Good
193,Al Ameen Rolls Corner,Quick Bites,3.7,16,200.0,no,no,Rolls,Kalyan Nagar,Kammanahalli,Good
194,Al Barack Cafetaria,Quick Bites,3.6,20,300.0,no,no,Arabian,Kalyan Nagar,Banaswadi,Good
195,Al Daaz,Casual Dining,4.2,567,550.0,yes,no,"North Indian, Continental, Bbq",Bellandur,Hsr,Very Good
196,Al Diwan Biryanis And More,"Takeaway, Delivery",3.2,12,300.0,yes,no,Biryani,Jayanagar,Basavanagudi,Good
197,Al Ghani Resetaurant,Quick Bites,3.3,4,400.0,no,no,"Mughlai, Biryani",Kammanahalli,Kammanahalli,Good
198,Al Habibi Restaurant,Quick Bites,3.5,17,300.0,yes,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Good
199,Al Hayath,Quick Bites,3.5,16,200.0,no,no,"North Indian, Chinese",Koramangala 5Th Block,Btm,Good
200,Al Hayath Ambur Biryani,Quick Bites,3.3,9,200.0,no,no,Biryani,Koramangala 4Th Block,Ejipura,Good
201,Al Karim,Casual Dining,3.7,90,400.0,no,no,"Mughlai, North Indian, Biryani, Chinese",Kammanahalli,Kalyan Nagar,Good
202,Al Khaleej Snacks Corner,Quick Bites,2.8,40,200.0,no,no,"Lebanese, Fast Food, Beverages",Basavanagudi,Jayanagar,Average
203,Al Khansah,Casual Dining,3.9,370,550.0,yes,no,"Biryani, Mughlai, Chinese, North Indian, Kebab",Bellandur,Bellandur,Good
