Unnamed: 0.1,restaurant_name,restaurant_type,rating,num_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local address,rating_category
6419,The Lalit Boulangerie - The Lalit Ashok Bangalore,"Bakery, Dessert Parlor",3.2,33,600.0,no,no,"Bakery, Desserts",Malleshwaram,Seshadripuram,Good
6420,The Lantern Restaurant & Bar - The Ritz-Carlton...,"Fine Dining, Bar",4.3,430,3500.0,no,yes,Chinese,Lavelle Road,Residency Road,Very Good
6421,The Lassi And Juice Park,"Beverage Shop, Dessert Parlor",3.8,28,150.0,no,no,"Juices, Desserts",Banashankari,Banashankari,Good
6422,The Lassi Bar,Beverage Shop,3.7,42,300.0,no,no,"Beverages, Juices","Byresandra,Tavarekere,Madiwala",Btm,Good
6423,The Lassi Park,Beverage Shop,3.8,37,200.0,no,no,"Juices, Desserts",Frazer Town,Frazer Town,Good
6424,The Leela Cake Shop - The Leela Palace,Dessert Parlor,3.9,72,1200.0,no,no,"Desserts, Bakery",Indiranagar,Old Airport Road,Good
6425,The Lemon Grass Kitchen,Quick Bites,3.3,5,300.0,no,no,"Chinese, Thai",Electronic City,Electronic City,Good
6426,The Light House Restaurant,Casual Dining,4.2,53,500.0,yes,no,"North Indian, Chinese, Seafood",New Bel Road,New Bel Road,Very Good
6427,The Lighthouse Cafe,Casual Dining,3.6,21,650.0,no,no,"American, Italian",Whitefield,Whitefield,Good
6428,The Litti Company,"Takeaway, Delivery",3.5,26,400.0,yes,no,Bihari,Whitefield,Whitefield,Good
6429,The Little Chef,Casual Dining,3.5,136,600.0,no,no,"North Indian, Chinese",Hsr,Hsr,Good
6430,The Little Kitchen,Quick Bites,3.3,4,300.0,yes,no,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Jp Nagar,Good
6431,The Lobby Brew - Conrad Bengaluru,Cafe,3.8,24,2200.0,no,yes,"Cafe, North Indian, Fast Food",Indiranagar,Ulsoor,Good
6432,The Lobby Lounge - Shangri-La Hotel,Cafe,3.8,56,2000.0,no,no,Cafe,Lavelle Road,Vasanth Nagar,Good
6433,The Lobby Lounge - The Ritz-Carlton,Casual Dining,4.1,28,2000.0,no,no,Beverages,Brigade Road,Residency Road,Very Good
6434,The Local,"Pub, Casual Dining",4.2,1196,1400.0,yes,yes,"Finger Food, Continental, Italian, Salad",Kalyan Nagar,Kalyan Nagar,Very Good
6435,The Local - Burger Bar,"Pub, Casual Dining",3.8,152,1500.0,no,no,"American, Pizza, Burger",Koramangala 4Th Block,Koramangala 6Th Block,Good
6436,The Local - Terrace Drinkery,"Pub, Casual Dining",4.0,1408,1000.0,no,no,"Continental, American, Pizza, Bbq",Koramangala 4Th Block,Koramangala 6Th Block,Very Good
6437,The London Curry House - The Royale Senate Hotel,"Casual Dining, Bar",4.5,3953,1300.0,no,no,"Pizza, North Indian, Modern Indian",Malleshwaram,Race Course Road,Excellent
6438,The London Shakes,Beverage Shop,2.8,40,400.0,yes,no,"Beverages, Fast Food",Koramangala 4Th Block,Btm,Average
6439,The Lounge - Eden Park Restaurants,Lounge,3.7,151,1350.0,no,yes,"North Indian, Afghani",Basavanagudi,Jayanagar,Good
6440,The Lounge - The Chancery Pavilion,Casual Dining,3.7,34,2000.0,no,no,"Chinese, North Indian, South Indian",Brigade Road,Residency Road,Good
6441,The Lovin' Oven Cakery,Bakery,3.5,11,500.0,no,no,"Bakery, Desserts",Frazer Town,Banaswadi,Good
6442,The Mad Teapot,Cafe,4.1,287,850.0,no,yes,Cafe,Indiranagar,Indiranagar,Very Good
6443,The Magic Chef,Quick Bites,3.7,28,300.0,no,no,"North Indian, Chinese",Electronic City,Electronic City,Good
6444,The Mangalorean,Casual Dining,4.1,229,550.0,yes,yes,"Konkan, Mangalorean, Seafood",Frazer Town,Kammanahalli,Very Good
6445,The Maori - Aurick Boutique Hotel,Casual Dining,3.5,44,1000.0,no,no,"Chinese, North Indian",Jayanagar,Jp Nagar,Good
6446,The Marash,Dessert Parlor,4.3,62,250.0,yes,no,"Turkish, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Very Good
6447,The Marina,Casual Dining,4.4,542,1200.0,no,no,"Seafood, Continental, North Indian, South Indian",Indiranagar,Indiranagar,Very Good
6448,The Market - The Ritz-Carlton,Fine Dining,4.3,612,3400.0,no,yes,"North Indian, European, Thai",Brigade Road,Residency Road,Very Good
6449,The Meal Story,Casual Dining,4.1,262,700.0,yes,no,"North Indian, Street Food",Sarjapur Road,Sarjapur Road,Very Good
6450,The Midnight Kitchen,Delivery,3.8,72,250.0,yes,no,"Continental, Chinese",Koramangala 4Th Block,Koramangala 8Th Block,Good
6451,The Milkshake Co And More,"Takeaway, Delivery",2.8,40,250.0,yes,no,"Beverages, Desserts, Fast Food",Electronic City,South Bangalore,Average
6452,The Milkshake Theory,Beverage Shop,2.8,40,400.0,yes,no,"Beverages, Fast Food",Whitefield,Whitefield,Average
6453,The Mint Resto Bar,"Casual Dining, Bar",2.6,62,1000.0,no,yes,"North Indian, Chinese, Andhra",Marathahalli,Marathahalli,Average
6454,The Mirchi,"Takeaway, Delivery",3.3,22,400.0,yes,no,"Chinese, North Indian, Bengali",Electronic City,Electronic City,Good
6455,The Modak,Quick Bites,3.6,18,400.0,yes,no,"North Indian, Street Food, Desserts, Chinese",Bellandur,Bellandur,Good
6456,The Momo Farm,Quick Bites,3.7,25,300.0,yes,no,"Chinese, Tibetan",New Bel Road,Jalahalli,Good
6457,The Monalisa Restaurant,Quick Bites,3.3,4,300.0,yes,no,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Good
6458,The Mughal'S,Quick Bites,3.7,89,400.0,yes,no,"Mughlai, North Indian, Chinese",Brigade Road,Frazer Town,Good
6459,The Munch Box,Quick Bites,2.8,40,300.0,no,no,"American, Chinese","Byresandra,Tavarekere,Madiwala",Hsr,Average
6460,The Mylapore Cafe,Quick Bites,3.7,23,150.0,no,no,South Indian,Koramangala 4Th Block,Koramangala 1St Block,Good
6461,The Nest - The Den Bengaluru,"Bar, Casual Dining",3.4,13,1500.0,no,no,"Finger Food, North Indian, Continental",Whitefield,"Itpl Main Road, Whitefield",Good
6462,The Night King,"Takeaway, Delivery",3.3,4,400.0,no,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,Good
6463,The Night Watch Express,"Takeaway, Delivery",3.0,53,500.0,yes,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Good
6464,The North And South Restaurant,"Takeaway, Delivery",3.2,15,400.0,yes,no,"North Indian, Chinese, South Indian",Brookefield,Whitefield,Good
6465,The Nosh House,Delivery,4.3,220,600.0,yes,no,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",Bellandur,Sarjapur Road,Very Good
6466,The Nourished Kitchen,Delivery,3.5,40,400.0,no,no,"Asian, Continental, Healthy Food",Koramangala 6Th Block,Btm,Good
6467,The Ocean Kitchen,Quick Bites,2.8,40,200.0,no,no,"North Indian, Chinese, Seafood, South Indian",Bannerghatta Road,Bannerghatta Road,Average
6468,The Old Fashioned Bar,Bar,4.5,569,1000.0,no,yes,"Finger Food, North Indian, Continental",Koramangala 4Th Block,Koramangala 6Th Block,Excellent
6469,The Only Place,Casual Dining,4.2,2923,1000.0,yes,yes,"Italian, American, Steak, Continental, Bbq, Salad",Brigade Road,Church Street,Very Good
6470,The Onyx - The Hhi Select Bengaluru,Casual Dining,3.3,177,950.0,no,no,"North Indian, Chinese, Continental",Bannerghatta Road,Jp Nagar,Good
6471,The Open Box,"Casual Dining, Bar",4.2,2270,1400.0,yes,yes,"European, North Indian, Mediterranean, Asian, Salad",Brigade Road,St. Marks Road,Very Good
6472,The Open Cafe,Cafe,3.7,15,500.0,yes,no,"Cafe, Chinese, Continental","Byresandra,Tavarekere,Madiwala",Hsr,Good
6473,The Orchard,Casual Dining,4.0,672,900.0,yes,yes,North Indian,Malleshwaram,Sadashiv Nagar,Very Good
6474,The Orchid,Casual Dining,3.7,55,1400.0,no,no,"North Indian, Continental",Rajajinagar,Majestic,Good
6475,The Oriental Spice - Ashraya Hotel,Casual Dining,3.8,159,1300.0,yes,no,"Chinese, Thai, Indonesian",Residency Road,Infantry Road,Good
6476,The Original Bistro,Casual Dining,4.1,71,600.0,no,no,"Italian, Beverages",Kalyan Nagar,Kalyan Nagar,Very Good
6477,The Pakoda Shop,Delivery,3.4,12,150.0,yes,no,Street Food,Kalyan Nagar,Kalyan Nagar,Good
6478,The Pallavas ( Authentic Taste Of Southern Cuisine ),Quick Bites,3.7,24,400.0,yes,no,South Indian,Brookefield,Brookefield,Good
6479,The Pallet,"Microbrewery, Pub",4.5,2745,1600.0,no,yes,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",Whitefield,Whitefield,Excellent
6480,The Pancake Story,Dessert Parlor,4.6,117,300.0,yes,no,"Desserts, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Excellent
6481,The Paramount Hotel,Casual Dining,2.9,319,1000.0,yes,no,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",Indiranagar,Domlur,Average
6482,The Paratha Company,Delivery,4.2,402,400.0,yes,no,North Indian,Brookefield,Whitefield,Very Good
6483,The Paratha Stories,Delivery,3.3,35,400.0,yes,no,North Indian,Bellandur,Koramangala 1St Block,Good
6484,The Paratha Studio,Quick Bites,2.8,40,200.0,no,no,North Indian,Sarjapur Road,Bellandur,Average
6485,The Park East 01,Casual Dining,3.8,53,750.0,no,no,"North Indian, Chinese",Malleshwaram,Race Course Road,Good
6486,The Park Inn Restaurant,Quick Bites,3.0,18,450.0,no,no,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Good
6487,The Parotta Master,Delivery,2.9,43,400.0,yes,no,South Indian,Indiranagar,Jeevan Bhima Nagar,Average
6488,The Parrot House,Quick Bites,2.8,40,200.0,no,no,"North Indian, Sandwich, Beverages",Whitefield,Whitefield,Average
6489,The Pastry House,Bakery,3.8,60,400.0,yes,no,"Bakery, Desserts",Electronic City,Electronic City,Good
6490,The Pastry Inn,Bakery,3.5,24,300.0,yes,no,Bakery,Malleshwaram,Sanjay Nagar,Good
6491,The Pavillion,Casual Dining,2.7,43,1000.0,no,no,"North Indian, Continental, South Indian, Chinese",Bannerghatta Road,Jp Nagar,Average
6492,The Perfect Stop,Quick Bites,3.5,11,300.0,no,no,"Italian, Fast Food, Pizza",Lavelle Road,Shanti Nagar,Good
6493,The Permit Room,"Casual Dining, Bar",4.5,1573,1500.0,no,no,South Indian,Brigade Road,Brigade Road,Excellent
6494,The Persian Terrace - Sheraton Grand Bangalore Hotel...,Fine Dining,4.2,563,2500.0,no,yes,"Lebanese, Mediterranean, Afghan",Malleshwaram,Malleshwaram,Very Good
6495,The Pipe Rack,Casual Dining,3.7,38,700.0,no,no,Cafe,Kammanahalli,Kalyan Nagar,Good
6496,The Pizza Bakery,Casual Dining,4.8,1724,1200.0,yes,yes,"Italian, Pizza, Beverages",Indiranagar,Indiranagar,Excellent
6497,The Pizzeria,Casual Dining,2.8,45,800.0,yes,no,"Pizza, Italian, Salad",Banashankari,Banashankari,Average
6498,The Platonic Cafe,Cafe,2.8,40,500.0,yes,no,"Cafe, Beverages",Electronic City,Electronic City,Average
6499,The Podium Sports Bar,Bar,3.8,24,1200.0,no,no,Finger Food,Brookefield,Marathahalli,Good
6500,The Pump House,Microbrewery,4.3,680,1500.0,no,no,"Continental, Finger Food",Jp Nagar,Jp Nagar,Very Good
6501,The Punjabi,Casual Dining,2.9,32,550.0,yes,no,"North Indian, Mughlai, Biryani, Chinese",Bellandur,Bellandur,Average
6502,The Punjabi Bites,Quick Bites,3.9,82,150.0,no,no,North Indian,Indiranagar,Old Airport Road,Good
6503,The Punjabi Park,Casual Dining,3.5,31,500.0,yes,no,North Indian,Whitefield,Whitefield,Good
6504,The Punjabi Rasoi,Casual Dining,2.8,40,800.0,no,no,North Indian,Bannerghatta Road,Jp Nagar,Average
6505,The Purple Pan,Casual Dining,4.1,500,600.0,yes,no,"North Indian, Chinese",Malleshwaram,Rajajinagar,Very Good
6506,The Raj Pavilion - Itc Windsor,Fine Dining,4.2,371,2400.0,no,yes,"North Indian, Continental, Asian",Malleshwaram,Sankey Road,Very Good
6507,The Rasaganga,Casual Dining,3.6,409,500.0,yes,no,"South Indian, North Indian, Chinese, Street Food",Sarjapur Road,Bellandur,Good
6508,The Rasoi,Casual Dining,3.7,33,650.0,no,no,"North Indian, Chinese, Hyderabadi",Malleshwaram,Seshadripuram,Good
6509,The Rasoiya Street,Casual Dining,4.1,1318,800.0,yes,yes,"North Indian, Continental, Mediterranean, Chinese","Byresandra,Tavarekere,Madiwala",Hsr,Very Good
6510,The Red Lantern,Casual Dining,3.7,82,800.0,yes,no,"Chinese, Momos",Kammanahalli,Banaswadi,Good
6511,The Red Tandoor,Quick Bites,3.2,6,400.0,yes,no,"Chinese, North Indian",Marathahalli,Marathahalli,Good
6512,The Rendezvous,Casual Dining,3.7,483,800.0,yes,no,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian","Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,Good
6513,The Rennan'S Cafe,Quick Bites,2.9,48,250.0,yes,no,"Chinese, Fast Food, Momos",Frazer Town,Kammanahalli,Average
6514,The Reservoire,"Bar, Casual Dining",4.5,2540,1300.0,no,yes,"Continental, North Indian, Chinese, American, Pizza, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Excellent
6515,The Restaurant,Casual Dining,3.7,23,1200.0,no,no,"Continental, Chinese, North Indian",Brookefield,Marathahalli,Good
6516,The Restaurant - Coorg,Casual Dining,4.3,504,1100.0,no,yes,South Indian,Indiranagar,Indiranagar,Very Good
6517,The Retro,Quick Bites,3.2,47,300.0,yes,no,"Chinese, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,Good
6518,The Rice Bowl,"Casual Dining, Bar",4.3,500,1300.0,yes,yes,"Chinese, Momos",Brigade Road,Lavelle Road,Very Good
6519,The Rice Company,Delivery,2.8,40,500.0,no,no,North Indian,Marathahalli,Marathahalli,Average
6520,The Rich Crust,Cafe,3.8,43,600.0,yes,no,"Cafe, European, Continental",New Bel Road,Sahakara Nagar,Good
6521,The Rig,"Microbrewery, Casual Dining",4.3,1585,1500.0,no,yes,"Continental, Finger Food, Pizza",Bellandur,Sarjapur Road,Very Good
6522,The Ritz-Carlton Bar - The Ritz-Carlton,Lounge,4.0,93,2000.0,no,no,Finger Food,Brigade Road,Residency Road,Very Good
6523,The Roastery,Cafe,4.3,167,500.0,no,no,Cafe,Kalyan Nagar,Kalyan Nagar,Very Good
6524,The Rogue Elephant,Casual Dining,4.3,1037,1000.0,no,yes,"Desserts, Asian, Beverages",Basavanagudi,Basavanagudi,Very Good
6525,The Rolling Pin,"Bakery, Dessert Parlor",4.0,74,400.0,no,no,"Bakery, Desserts",Indiranagar,Indiranagar,Very Good
6526,The Rooftop,Casual Dining,3.3,4,1000.0,no,no,"North Indian, Asian, Mediterranean",Brigade Road,St. Marks Road,Good
6527,The Royal Corner - Pai Viceroy,Casual Dining,4.2,815,900.0,yes,yes,"North Indian, Chinese",Banashankari,Jayanagar,Very Good
6528,The Salad Studio,Cafe,4.0,107,400.0,yes,no,"Cafe, Healthy Food, Salad",Bellandur,Bellandur,Very Good
6529,The Salt Grill - Hilton Bangalore Embassy Golflinks,Fine Dining,4.1,94,3000.0,no,yes,"European, Mediterranean, Salad",Koramangala 4Th Block,Domlur,Very Good
6530,The Sanctuary,Cafe,3.9,61,450.0,no,no,"Cafe, Fast Food",Frazer Town,Banaswadi,Good
6531,The Sandesh Factory,Sweet Shop,3.2,4,150.0,no,no,"Mithai, Desserts",Bannerghatta Road,Bannerghatta Road,Good
6532,The Sandwich Club,Quick Bites,3.9,88,250.0,yes,no,Fast Food,"Byresandra,Tavarekere,Madiwala",Hsr,Good
6533,The Second Wife,Casual Dining,3.7,68,800.0,yes,no,"South Indian, Andhra, Biryani",Kalyan Nagar,Hennur,Good
6534,The Shake Factory Originals,"Beverage Shop, Quick Bites",3.3,8,200.0,no,no,"Beverages, Fast Food",Bannerghatta Road,Bannerghatta Road,Good
6535,The Shawarma Inc,Quick Bites,3.3,94,200.0,yes,no,"Arabian, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Good
6536,The Shawarma Shop,Quick Bites,2.8,40,250.0,no,no,Arabian,Hsr,Koramangala 4Th Block,Average
6537,The Sip Shop,Quick Bites,2.8,40,200.0,yes,no,"Pizza, Beverages, Ice Cream",Banashankari,Basavanagudi,Average
6538,The Sky Lounge - Tamarind Hospitality,Bar,3.7,40,1200.0,no,no,"North Indian, South Indian, Chinese, Continental",Kalyan Nagar,Banaswadi,Good
6539,The Smoke Co.,Casual Dining,4.3,516,2500.0,yes,yes,"American, European","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,Very Good
6540,The Sofraah Kebabs & Kurries - Eden Park Restaurants,Casual Dining,3.8,176,1350.0,no,yes,"North Indian, Afghan",Jayanagar,Jayanagar,Good
6541,The Souk,Cafe,3.7,66,800.0,yes,no,"Cafe, Mediterranean, Italian, Pizza, Continental",Brigade Road,Ulsoor,Good
6542,The South,Quick Bites,3.7,21,200.0,no,no,South Indian,Whitefield,Whitefield,Good
6543,The Spice Bazaar,"Casual Dining, Bar",4.2,332,1000.0,no,yes,"North Indian, Mughlai",Brigade Road,Lavelle Road,Very Good
6544,The Spice Box,Casual Dining,3.6,30,800.0,no,no,"North Indian, South Indian",Indiranagar,Old Airport Road,Good
6545,The Spice Factory,Casual Dining,3.1,29,550.0,yes,no,"North Indian, Mughlai, Chinese",Hsr,Hsr,Good
6546,The Spice Pavillion,Casual Dining,3.7,125,600.0,yes,no,North Indian,Brookefield,Marathahalli,Good
6547,The Spice Saga,Casual Dining,3.7,124,750.0,yes,no,"Biryani, North Indian, Chinese, Seafood",Banashankari,Kumaraswamy Layout,Good
6548,The Spicy Kitchen,Quick Bites,3.1,17,300.0,yes,no,"Arabian, Rolls",Old Airport Road,Thippasandra,Good
6549,The Square - Novotel,Fine Dining,4.3,760,2500.0,no,yes,"Continental, North Indian, Japanese, Italian",Bellandur,Marathahalli,Very Good
6550,The Square Table,Casual Dining,4.2,560,1000.0,yes,yes,"North Indian, Maharashtrian, South Indian",Brookefield,Whitefield,Very Good
6551,The Story Wall Bistro,Casual Dining,3.7,18,600.0,no,no,"Italian, Continental",Kalyan Nagar,Banaswadi,Good
6552,The Street Kitchen,Quick Bites,3.7,16,300.0,yes,no,"North Indian, Fast Food, Chinese, Beverages",Malleshwaram,New Bel Road,Good
6553,The Studio Bar,Lounge,4.0,775,1400.0,no,no,"Italian, American, North Indian",Malleshwaram,Malleshwaram,Very Good
6554,The Studio Cafe,Cafe,3.8,20,400.0,no,no,"Cafe, Beverages",Basavanagudi,Jayanagar,Good
6555,The Sugar Factory - Le Meridien,Club,3.9,628,2000.0,no,no,Finger Food,Lavelle Road,Sankey Road,Good
6556,The Sugar Fairy,Bakery,4.3,241,100.0,no,no,"Bakery, Desserts",Frazer Town,Frazer Town,Very Good
6557,The Sugar Therapy,"Dessert Parlor, Bakery",3.8,25,500.0,no,no,"Desserts, Bakery",Brigade Road,Richmond Road,Good
6558,The Sweet Spot,Dessert Parlor,4.0,157,300.0,no,no,Desserts,Koramangala 4Th Block,Koramangala 6Th Block,Very Good
6559,The Table,Bakery,3.8,42,400.0,yes,no,"Bakery, Desserts",Old Airport Road,Indiranagar,Good
6560,The Taj Hotel,Quick Bites,3.5,12,350.0,no,no,"Biryani, Mughlai",Basavanagudi,City Market,Good
6561,The Tandoori Chai,Quick Bites,3.9,60,400.0,yes,no,"North Indian, Fast Food, Street Food, Beverages","Byresandra,Tavarekere,Madiwala",Hsr,Good
6562,The Tao Terraces,Casual Dining,3.9,1937,2100.0,yes,yes,"Thai, Japanese, Korean, Burmese, Chinese",Lavelle Road,Mg Road,Good
6563,The Taste Adda,Quick Bites,2.8,40,200.0,no,no,"North Indian, Fast Food, Beverages",Brigade Road,Ulsoor,Average
6564,The Taste Players,Casual Dining,3.7,51,500.0,yes,no,"North Indian, Chinese, Mughlai, Biryani",Whitefield,Whitefield,Good
6565,The Teal Door Cafe,Cafe,4.2,1852,800.0,yes,no,"Cafe, Continental",Indiranagar,Indiranagar,Very Good
6566,The Terminus - The Oterra,Lounge,4.0,119,2500.0,no,yes,"Finger Food, Continental",Electronic City,Electronic City,Very Good
6567,The Terrace At Gilly'S Redefined,"Microbrewery, Casual Dining",4.5,905,1400.0,no,yes,"Continental, Finger Food, Asian, North Indian",Koramangala 6Th Block,Koramangala 4Th Block,Excellent
6568,The Terrace At Windmills Craftworks,Casual Dining,4.1,450,1800.0,no,no,North Indian,Brookefield,Whitefield,Very Good
6569,The Thali Company,"Takeaway, Delivery",3.3,7,600.0,no,no,"North Indian, Lucknowi",Hsr,Hsr,Good
6570,The Thickshake Factory,Beverage Shop,2.8,19,350.0,yes,no,"Beverages, Juices",Brigade Road,Cunningham Road,Average
6571,The Three Dragons,Delivery,3.3,5,400.0,no,no,Chinese,Electronic City,Electronic City,Good
6572,The Tiffin Express,Quick Bites,2.6,16,250.0,no,no,South Indian,Koramangala 4Th Block,Koramangala 4Th Block,Average
6573,The Timber Times Cafe,Cafe,3.2,4,400.0,no,no,Cafe,Malleshwaram,Malleshwaram,Good
6574,The Tiny Taproom,"Bar, Casual Dining",2.8,40,800.0,no,no,"South Indian, North Indian, Chinese, Thai",Indiranagar,Indiranagar,Average
6575,The Tower Of Pizza,Quick Bites,2.9,16,500.0,no,no,"Pizza, Italian","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Average
6576,The Trundle,Casual Dining,3.7,133,700.0,yes,no,"Chinese, Thai, Continental, North Indian",Banashankari,Jayanagar,Good
6577,The Tucck Box,Quick Bites,3.4,7,300.0,no,no,"Chinese, South Indian",Jp Nagar,Jp Nagar,Good
6578,The Twenty Handmade Chocolates,Confectionery,3.8,30,300.0,yes,no,Desserts,Hsr,Hsr,Good
6579,The Twisted Desi,Casual Dining,2.8,40,1000.0,yes,yes,"Continental, Italian, North Indian, Chinese",Frazer Town,Indiranagar,Average
6580,The Underground Gastropub,Pub,3.0,37,1000.0,no,no,Finger Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Good
6581,The Underpass Pub & Grub,"Pub, Casual Dining",4.0,720,1500.0,no,yes,"Finger Food, Continental, North Indian, Chinese",Jp Nagar,Jp Nagar,Very Good
6582,The Upper Deck - Raaj Residency,Casual Dining,3.6,35,800.0,yes,no,"North Indian, Chinese",Basavanagudi,Basavanagudi,Good
6583,The Urban Roof,Casual Dining,3.6,80,800.0,yes,no,"Italian, Chinese, Continental",Kammanahalli,Kalyan Nagar,Good
6584,The Us Burger,Quick Bites,3.0,13,150.0,no,no,Fast Food,Electronic City,Electronic City,Good
6585,The Vacationer'S Cafe,Cafe,4.1,306,600.0,yes,no,"Cafe, Continental, Mexican","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,Very Good
6586,The Vape,Casual Dining,4.0,600,800.0,yes,no,"Asian, Beverages",Bellandur,Hsr,Very Good
6587,The Velu'S,Kiosk,3.6,12,200.0,no,no,"Fast Food, Chinese",Indiranagar,Domlur,Good
6588,The Village Hotel,Quick Bites,3.5,14,450.0,yes,no,Kerala,"Byresandra,Tavarekere,Madiwala",Hsr,Good
6589,The Village Restaurant,Quick Bites,3.0,9,200.0,no,no,"North Indian, Chinese",Whitefield,Whitefield,Good
6590,The Vintage Cafe,Cafe,3.0,62,400.0,yes,no,"Cafe, French, North Indian",Banashankari,Banashankari,Good
6591,The Waffcake Legacy,Dessert Parlor,4.0,167,350.0,yes,no,"Desserts, Street Food, Sandwich, Beverages",Brookefield,Marathahalli,Very Good
6592,The Waffle Press,Dessert Parlor,4.2,122,400.0,yes,no,"Desserts, Ice Cream",Mg Road,St. Marks Road,Very Good
6593,The Waffle Street,"Quick Bites, Dessert Parlor",3.9,46,300.0,yes,no,"Continental, Beverages, Burger, Coffee, Desserts","Byresandra,Tavarekere,Madiwala",Hsr,Good
6594,The Waffle Yard,"Dessert Parlor, Quick Bites",4.2,149,300.0,no,no,"Desserts, Fast Food",New Bel Road,New Bel Road,Very Good
6595,The Waffles Hut,Dessert Parlor,3.6,17,400.0,yes,no,Desserts,Malleshwaram,Malleshwaram,Good
6596,The Waverly Express,Cafe,3.5,12,650.0,no,no,Cafe,Whitefield,Whitefield,Good
6597,The Whiskey Bar,Bar,3.7,43,2800.0,no,yes,"Finger Food, North Indian",Brigade Road,Race Course Road,Good
6598,The White Room - Coffee & Kitchen,Cafe,4.0,1701,1000.0,no,yes,"Cafe, Continental, American, Desserts",Brigade Road,Church Street,Very Good
6599,The Whitefield Arms Pub & Microbrewery,"Pub, Microbrewery",4.2,1113,1600.0,yes,yes,"British, Continental, Bbq",Whitefield,Whitefield,Very Good
6600,The Wicked Cup,Cafe,3.9,56,350.0,no,no,"Cafe, Sandwich, Fast Food, Beverages, Desserts",Hsr,Hsr,Good
6601,The Wok,Food Court,2.8,89,500.0,yes,no,"Chinese, Momos",Brookefield,Whitefield,Average
6602,The Wok Shop,Quick Bites,3.4,7,500.0,yes,no,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",Brigade Road,Ulsoor,Good
6603,The World Cafe,Cafe,3.8,31,600.0,no,no,Cafe,Malleshwaram,Malleshwaram,Good
6604,The Yellow Chilli,Casual Dining,3.8,583,1200.0,yes,yes,"North Indian, Mughlai, Biryani",Jayanagar,Jayanagar,Good
6605,The Yellow Submarine,"Microbrewery, Casual Dining",4.4,2075,1200.0,no,yes,"Continental, North Indian, Chinese, Pizza, Thai",Jp Nagar,Bannerghatta Road,Very Good
6606,The Yellow Tuk-Tuk Cafe,Cafe,3.6,16,500.0,no,no,"Cafe, Continental, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Good
6607,The Yogisthaan Cafe,Cafe,4.1,60,600.0,yes,no,"Cafe, Healthy Food, Salad, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 2Nd Block,Very Good
6608,The Yummy Box,Quick Bites,3.8,28,200.0,yes,no,"North Indian, Chinese",Marathahalli,Marathahalli,Good
6609,The Yummy Tummy,Quick Bites,3.5,13,200.0,no,no,"North Indian, Street Food",Bannerghatta Road,Bannerghatta Road,Good
6610,The Zaika Of Banaras,Quick Bites,3.3,26,350.0,yes,no,"North Indian, Street Food",Marathahalli,Marathahalli,Good
6611,Theeram Restaurant,Quick Bites,3.8,46,400.0,yes,no,"North Indian, Kerala",Sarjapur Road,Sarjapur Road,Good
6612,Thejas Bhavan,Quick Bites,3.5,27,400.0,yes,no,"North Indian, South Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Good
6613,Thericebowl.In,Takeaway,3.4,19,200.0,yes,no,"Biryani, North Indian",Bannerghatta Road,Btm,Good
6614,Therpup - A Dog Cafe,Cafe,4.2,1012,700.0,no,no,Cafe,Whitefield,Whitefield,Very Good
6615,Thindi Mane,Quick Bites,3.4,6,300.0,no,no,South Indian,Jp Nagar,Jp Nagar,Good
6616,Thindi Palace,Casual Dining,3.1,61,600.0,no,no,"North Indian, South Indian, Chinese",Rajajinagar,Basaveshwara Nagar,Good
6617,Third Wave Coffee Roasters,Cafe,2.8,40,800.0,no,no,"Cafe, Continental, Desserts",Brookefield,Whitefield,Average
6618,Third Wave Coffee Roasters @ The Bohemian House,Cafe,2.8,40,800.0,no,no,"Cafe, Continental, Desserts",Lavelle Road,Richmond Road,Average
